"tweet","sentiment","id"
"@mention yea this houston humidity killed me..  Like runnin underwater",1,NA
"Heading to #nola shopping mecca: Magazine Street. And it's a glorious day! Sunny and 60 degrees!",3,NA
"AT 822 PM CDT...NWS DETECTED A SEVERE THUNDERSTORM CAPABLE OF PRODUCING A TORNADO 6 MILES WEST OF LOUISVILLE MOVING EAST AT 35 MPH.",2,NA
"#WEATHER: 12:54 pm : 53.0F. Feels 48F. 29.79% Humidity. 17.3MPH West Wind.",2,NA
"i hate when its raining & its like 85 degrees outside ! #UGH",1,NA
"Man fukk dis gate its hot as fukk outside",1,NA
"It feels like 98 degrees out and I can see the humidity outside... not looking forward to a packed ride on #6bus #sweatysmellypeople",1,NA
"DURHAM ALERT: Severe Weather Statement issued May 13 at 8:05PM EDT expiring May 13 at 8:30PM EDT by NWS Raleigh ... {link}",2,NA
"I'm so annoyed by this weather. Idc my natural hair and the rain does not work well together. GN",1,NA
"@mention lmao hahaha exactly i had one bad experience with early morning NH weather.",1,NA
"Enjoying this amazing MI weather. Got done chi Len w/ @mention & made it 2 the mile for some old sko love: C Murder hooked it too!",3,NA
"@mention @mention @mention It looks like you guys had a great time taking advantage of the nice weather today!! :D",3,NA
"Yay! Sunshine, finally. Today begins a week of art :D. Hope that it will be productive...",3,NA
"@mention i think you got lucky on the WI weather.  Where are you?",3,NA
"20:23:55 |Temp: 64.1 deg F. | Dew Point 54.3 | Rain today: 0.00 inches | Wind: 0.0 mph from the NW, Gusting to 0.0 | Heat Index 64.1 |#GAWX",2,NA
"@mention oh yeah doumit came up huge! today's weather is perfect too for the game",3,NA
"i need to get out of alabama...it's too hot for me already",1,NA
"78.3F (Feels: 78.3F) - Humidity: 92% - Wind: 9.8mph SE - Gust: 14.5mph - Pressure: 1010.5mb (+0.4)  #weather {link}",2,NA
"Oh Kokomo weather sucks.  {link}",1,NA
"we've got dragonfly action in the garden. 76 degrees, no breeze. lovely. {link}",3,NA
"#WEATHER: 12:56 pm : 61.0F. Feels 59F. 29.99% Humidity. 13.8MPH West Wind.",2,NA
"Its a lil cold out this bih ain't it lol",1,NA
"Its chilly out damn....",1,NA
"BULLETIN - EAS ACTIVATION REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE JACKSON MS 542 PM CDT FRI MAY 13 2011  THE NATIONA",2,NA
"I Hate This Crazy Weather ! :/",1,NA
"Beautiful sunny day in maryland",3,NA
"GOD CHANGED THE WEATHER! It's sunny with only 30% chance of rain until after midnight! #ALLthingsareposdiblewithGOD #cometoFLOURISH #faith",3,NA
"RT @mention: Getting a weather brief for launch. You're in the brief with us. And weather looks good for tomorrow.  {link} ...",3,NA
"It's so hot out I can't even smile :(",1,NA
"Heading to Lowland Farm @mention to learn about holistic high density grazing. The weather is beautiful. Win.",3,NA
"Showers and thunderstorms today. High of 83. Start of a stormy week.",2,NA
"Sunny outside! Yay!",3,NA
"Detroit, you're sunny. Keep it coming, Day. I need the shine.",3,NA
"Where the hell this storm came from?",1,NA
"Weather Rapport:  Flood watch for Vermont {link}",2,NA
"#WEATHER: 10:56 pm : 55.0F. Feels F. 29.95% Humidity. 0.0MPH North Wind.",2,NA
"The National Weather Service has issued a Severe Thunderstorm Watch until 8 PM!",2,NA
"This weather makes me not wanna get outta bed and just lay here n the dark",1,NA
"Mostly cloudy today....see the weather forecast for Sumpter: {link}",2,NA
"This foggy weather is sexy as hell!!!!",3,NA
"RT @mention: Live storm coverage from @mention & @mention out of #Dallas {link}",2,NA
"Anthem, AZ @mention:30 AM, Temp:56.5&#xB0;F, Wind:0.0 mph SE, Baro:29.60 inches, Hum: 39, Rain:0.00 in., Hi:62.8&#xB0;F, Lo:56.3&#xB0;F@mention:07 AM",2,NA
"Loves the sound of sunshine :) #beautifulday",3,NA
"weather.com update:  Your 10-Day Forecast for Las Vegas, NV (89119) {link}",2,NA
"#WEATHER: 1:52 pm E: 78.0F. Feels F. 29.98% Humidity. 4.6MPH Variable Wind.",2,NA
"Our week of sunny, dry weather comes to an end, back to showers most of next week. Let's do it again next year! #vt",2,NA
"Just bought a 2011 Kona Jake the Snake cyclocross bike! So excited to ride in the beautiful Alaskan weather!",3,NA
"RT @mention: As many as 180 great blue herons killed, injured or missing after Sunday's storm {link}",2,NA
"Heading to my workout now, really feeling this weather!!! Let's GLOooOoo~!!",3,NA
"New event. Severe Thunderstorm Warning from 5/10/2011 11:43 PM  to 5/11/2011 12:30 AM EDT for H... Read more at {link}",2,NA
"Showers early tonight, low 51 (11 C).  Mostly sunny Saturday, high near 73 (23 C).",2,NA
"Gardner WX 05/18/11 12:30 PM | 56F, 61&#x25; Humidity, Feels Like 56F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"It's really hot. We were supposed to go to the mall but we got lazy coz it's so hot to go outside hahaha.",1,NA
"HEAD'S UP: Tonight's weather conditions are perfect for tornadoes in Oklahoma. When you hear the sirens, what will you do?",2,NA
"Enjoying the beautiful weather with my girls &lt;3",3,NA
"A Warm And Sunny Weekend: There will be lots of sunshine and warm temperatures across eastern North Carolina ove... {link}",2,NA
"Dang only 72degrees today, where is all the warm spring weather??",1,NA
"Gardner WX 05/12/11 9:00 PM | 70F, 67&#x25; Humidity, Feels Like 75F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"Summers here!!!!! I love this weather",3,NA
"Thunderstorm in Vicinity Fog/Mist and 57 F at Cape Cod Coast Guard Air Station, MA Winds are Southeast at 6.9 MPH (6 KT {link}",2,NA
"Beautiful weather here in the Midwest today.  We hope that everyone is having a great week!",3,NA
"Its cold out here. Where's my north face snow suit at?",1,NA
"It's #freezing, and of course Rogers Park is covered in effing ghost mist in MAY.",1,NA
"Its hot AF out here",1,NA
"Great Ride this morning - great weather, NO WIND, for the first time.   . 26 Mile Bike Ride - 21 May 2011 - 2.3: {link}",3,NA
"@mention's INSTANT WEATHER...#okwx  Pop-up showers around the metro.  Heaviest is SE of Piedmont, moving NE",2,NA
"@mention strange weather everywhere, I never know what to wear each day either",1,NA
"Storm in western St. Francis Co. remains the same. Circulation passing near Palestine along Hwy 70. #arwx",2,NA
"@mention i hope!! i've been sick as a dog lately. fucking weather has me screwed up. :-(",1,NA
"It's 2000 degrees in GA right now. Holy fuck. #death #dying",1,NA
"RT @mention: RT @mention: I believe the comedian JB Smoove would describe today's weather as, ""That's some bull shit right there.""",1,NA
"Damn it's hell hot outside. #showerflow",1,NA
"@mention damn, this weather sucks ass!",1,NA
"Mann its cold outside....Georgia bipolar I promise. Smh I need to turn the heat on when I get home...x___X",1,NA
"It's 49 degrees and gray in Chicago. It's due to start raining at any moment. Call us for a great deal today! Here until 4:00-800-533-3923",2,NA
"Current Conditions: Fair, 78 FForecast: Sat - Sunny. High: 84 Low: 64 Sun - Sunny. High: 90 Low: 67Full Forecast at Yahoo! Weather (p...",2,NA
"You're such a pisces!! I totally agree though.  RT @mention This rain makes for such a romantic backdrop. Love Miami's rainy season.",3,NA
"Workout and enjoying beautiful weather.&lt;3 summertime.",3,NA
"Today is a gorgeous day! What are you doing this weekend to enjoy this weather?",3,NA
"OMG, what is that round yellow thing in the sky peeking out from the clouds? It's so bright and warm! I want more of this!!!",3,NA
"I'm definitely gonna enjoy this weather when I get off",3,NA
"Gardner WX 05/15/11 12:30 PM | 52F, 65&#x25; Humidity, Feels Like 52F | Alerts: NO CURRENT ADVISORIES | {link}",2,NA
"Best weather ever for Mayfest on Main! (At least since I've been coming.) Coutry band on-stage: {link}",3,NA
"You should check out @mention's F4 helmet RT @mention Wearing a dirt helmet on the fjr because it's so damn hot {link}",1,NA
"The fuck is it so windy?",1,NA
"BEAUTIFUL weather--&gt; time to enjoy it :)",3,NA
"I'm sick of this weather!!!",1,NA
"Weather update: Stray showers {link} #hrva #hrweather",2,NA
"Have a great weekend, everyone! Weather forecast looks perfect until Wednesday.",3,NA
"@mention Where are you that you need a sweater? It's a lovely 70 degrees in Aiken, SC :-)",3,NA
"GrassFights is this weekend, Twitter. Sunny with a high of 80 forecast. YES. #WINNING",3,NA
"07:49|Temp 61.3 F|Hum: 73.0 %|Pres 29.78 ""|24Hr Rain 0.00 "" |Winds SE 4.6 MPH|Windchill: 61.3 F #BloNoWeather",2,NA
"I hate this kind of weather! don't feel like doing anything! :/ #notgood",1,NA
"#WEATHER:  11:54 am: 51.0F. Feels 48F. 30.00% Humidity. 6.9MPH South Wind.",2,NA
"RT @mention: Bowing segment to the thunderstorm complex moving right towards #Joplin with 60-65mph winds. {link} #mowx",2,NA
"Would be very happy if this weather stuck around a while #hanson #ShoutItout #givealittle",3,NA
"By @mention: happy friday!: it's friday and the weekend is here. the weather is beautiful, the flowers in ... {link}",3,NA
"Big win ton @mention @mention @mention @mention ! 1 more and ur home...and the weather is perfect! #Rays !",3,NA
"Got u maRT @mention: I want someRT @mention Making vodka popsicles since it so hot outside",2,NA
"RT @mention: In dis weather i need to be cuddle up.",2,NA
"Severe thunderstorms today most likely north and west of San Antonio.  Rain chances for SA increase to 40% tomorrow.",2,NA
"SEVERE THUNDERSTORM WARNING FOR:: NORTHERN HALL COUNTY, SOUTHERN HOWARD COUNTY,CENTRAL MERRICK COUNTY.",2,NA
"The weather is holding off, enjoying an evening with the  @mention!",3,NA
"Just wrapped a rainy day wedding.   Nice little Sunday..",3,NA
"I hate when you look in the paper it shows sunny days for 5 days than all of a sudden rain?",1,NA
"RT @mention: Tornado Warning issued for Baltimore/Harford counties until 3pm. Track the storm on: {link}",2,NA
"@mention @mention @mention Friday! Friday! PLUS at least it's actually warm and sunny.",3,NA
"@mention haha :p can't wait to be in sunny brighton down by the front! bring on the good times!!! @mention @mention  :D",3,NA
"Storm + Me =Sleepin Good",3,NA
"Severe weather outbreak in progress. Turn on your weather radios and sign up for FREE severe weather text alerts here {link}",2,NA
"CHARLOTTE, NC: Currently 68 degrees. Mostly sunny today. Highs in the lower 90s.",2,NA
"im upset..this weather is in the way..i was going to head out to this track meet but it wanna start raining and thundering &gt;(",1,NA
"What the fuck is up with this weather !! It was just hot as hell now its pooring !!",1,NA
"Last day in FL! Enjoying the beautiful weather while I can before I remember that its 50 degrees in Chicago",3,NA
"Cali is having weird weather! Its freezing and windy! &lt;~Amanda~&gt;",1,NA
"77.9F (Feels: 77.9F) - Humidity: 99% - Wind: 4.5mph SE - Gust: 7.6mph - Pressure: 1011.0mb (+0.2)  #weather {link}",2,NA
"Relaxing in the beautiful weather. Woot!",3,NA
"Its hot AF outside.",1,NA
"OKC will likely beat the record hi of 93 (1895)! Iso. SVR storm poss. this afternoon. Chances increasing tomorrow & peaking Wed. Stay tuned!",2,NA
"Opened the doors to get a cross wind to cool the office down: While it has come down several degrees, I'm now drowning in about 85"" of dust.",1,NA
"its cold as hell outside so why does my sister have the air on?",1,NA
"RT @mention: Where'd the nice weather go? #thefuck",1,NA
"Pool side with grilled steak, Sonya's goulash, new book, sunshine and cool breeze = fabulous lazy afternoon. #fb",3,NA
"#WEATHER:  11:06 pm: 77.4F. Feels F. % Humidity. 4.7MPH East Wind.",2,NA
"#WEATHER: 3:54 pm M: 81.0F. Feels F. 29.66% Humidity. 20.7MPH Southwest Wind.",2,NA
"Its so nice outside today :) sunny with a nice breeze",3,NA
"44 degrees at Game time start...a little cool",2,NA
"This kind of weather makes it hard to get out of bed, esp when exam grading awaits. And the Schwarzenegger news doesn't help. #whine",1,NA
"Enjoying this weather at Highlands Brewing in Kirkwood for a nice dinner on the patio with my wife.",3,NA
"I Was Scared When I Was Walkin To the Park :/ It Was All Windy & It Felt Like Someone Was Behind Me Ohh Baby Jesus!",1,NA
"bloody hell i'm freezing! Snuggled in blanket with heaters on with Zeb.",1,NA
"@mention  Spring cold?  I hate when the weather is inconsistent.... it messes with my body.  Hope you feel better soon!  REST!",1,NA
"@mention great day weather wise",3,NA
"Damn AO that #heatwave looking kinda cold @mention",1,NA
"Its so cold and windy ! &gt;_&lt;",1,NA
"This weather is truly amazing. Vitamin D from Sun is a definite mood adjuster for me.",3,NA
"Good morning Oklahoma! The weather is wonderful for a visit to the park! Come on out! #FrontierCity",3,NA
"#WEATHER:  2:56 pm : 60.0F. Feels 57F. 29.91% Humidity. 17.3MPH South Wind.",2,NA
"This bipolar ass weather is soooo not cool.",1,NA
"And its type chilly out here...niggas lied",1,NA
"Nice ass weather like this az sunshine followed me home",3,NA
"clouds, wind bursts, rain, sun - such a cool day! yes, we enjoy our rare rainy days in AZ.",3,NA
"It's soo amazing outside! Finally some nice, sunny weather in Fargo.",3,NA
"@mention  Glad you're enjoying the day. Great weather here, too. Heading out to speak at a book club tonight.",3,NA
"@mention Food first.  Then we can talk weather.  but yah 65-70 and sunny everyday - mmmmmm so nice.",3,NA
"I thought summer was supposed to be about sunshine and warm weather, not tornadoes and sweatshirts",1,NA
"#WEATHER: 6:55 am E: 45.0F. Feels F. 30.26% Humidity. 3.5MPH Northwest Wind.",2,NA
"Listening to a bit of Bob Dylan, kids on xbox, need to get up do something, nice outside bit windy tho",3,NA
"More strong weather potential in the East today. Near 90 in the Southeast this weekend. 90s in CLT next week. 80s in PA through Thu 5/26",2,NA
"Next major storm cell about 40 minutes away from hitting Joplin, as the crow flies.",2,NA
"RT @mention: The weather is nice its baseball season everyone is out for summer ive decided to pick up a new habit getting my @mention ...",3,NA
"I hate yoga and I hate humidity. I'm starting Bikram yoga tomorrow. #masochist",1,NA
"Relieved to see sunshine this morning, such a beautiful day!",3,NA
"San Antonio, Texas Weather :: 92F A FEW CLOUDS from San Antonio, Texas Weather {link}",2,NA
"Its kinda rainy out here",2,NA
"LA weather is crazy bipolar. Give it some meds. One week really cold. Next week 85. This week 50s and now raining. I am so confused!",1,NA
"#WEATHER:  8:53 pm : 83.0F. Feels F. 30.04% Humidity. 3.5MPH Northwest Wind.",2,NA
"#ncwx Conditions for Durham, NC at 2:49 am EDT: Current Conditions: Mostly Cloudy, 60 FForecast: Sun - Scattered Thunderstorms. High:...",2,NA
"I knew I wasn't crazy... it barely hit 50 degrees today! {link}",2,NA
"59.7F (Feels: 59.7F) - Humidity: 99% - Wind: 0.0mph ENE - Gust: 0.7mph - Pressure: 1015.6mb (-0.4)  #weather {link}",2,NA
